date,ChicagoFCI_model,GSFCI_model,NA_model,MXmUS,SAmUS,CHIFCI,GSFCI,MXUSmSAUS,USDMXN_ret,USDZAR_ret,USDMXNMA_deviation,USDZARMA_deviation
2019/6/21,0,1,0,0.002921998,-0.010678272,0.0053278,-0.23,1.415,-0.002718416,-0.034350659,-0.2098,0.228625
2019/6/28,0,0,1,-0.005119173,-0.016115188,0.0010835,-0.03,1.459,0.003995146,-0.018318651,-0.23635,-0.356825
2019/7/5,0,0,1,-0.019423901,-0.011864518,0.0014022,-0.03,1.396,-0.012010726,0.005472367,-0.15615,-0.5852
2019/7/12,1,0,0,-0.00367827,-0.019378904,-0.0012696,-0.01,1.462,-0.002511631,-0.016292437,-0.26515,-0.37215
2019/7/19,1,0,0,-0.008840116,-0.002520876,0.0022933,0.05,1.421,0.001000053,-0.002603692,-0.139925,-0.395125
2019/7/26,1,0,0,-0.007449553,0.027167904,0.0008224,-0.05,1.257,-0.000116924,0.024615951,-0.0576,-0.2037
2019/8/2,1,0,0,0.029109501,0.13292766,0.0025942,0.13,0.821,0.012068361,0.032835628,-0.0142,0.2559
2019/8/9,1,0,0,-0.012010304,0.001008299,0.0074344,0.02,0.744,0.004372846,0.030237007,0.282925,0.6936
2019/8/16,0,0,1,-0.014678992,0.028145824,0.0113146,0.01,0.512,0.011396033,0.002579768,0.3196,1.00875
2019/8/23,1,0,0,-0.012698249,-0.039169508,0.0131718,0.08,0.646,0.011996675,-0.004656121,0.45985,0.738275
2019/8/30,0,1,0,0.024226391,0.002196165,0.010798,-0.1,0.774,0.005796169,-0.004554739,0.565,0.339575
2019/9/6,0,1,0,-0.018385726,0.003873997,0.0122607,-0.11,0.646,-0.02794248,-0.026913017,0.488225,0.0469
2019/9/13,1,0,0,-0.05984282,-0.043404537,0.00822,0.1,0.523,-0.007600848,-0.016446563,-0.232025,-0.44595
2019/9/20,1,0,0,-0.005542155,0.026466453,0.0072891,-0.05,0.363,0.000849882,0.023200883,-0.388,-0.55995
2019/9/27,0,0,1,-0.038603962,0.008435887,0.0022445,0.07,0.112,0.011313149,0.011880932,-0.283875,-0.02225
2019/10/4,1,0,0,0.037149735,0.038165535,0.0001058,-0.02,0.111,-0.010157243,-0.006047002,0.07945,0.2489
2019/10/11,0,1,0,-0.033015189,-0.034657971,-0.0036557,0.02,0.116,-0.011143246,-0.019375095,-0.0046,0.188975
2019/10/18,1,0,0,-0.007335433,0.002906748,-0.0048271,-0.07,0.063,-0.012641287,0.000108281,-0.194275,-0.147425
2019/10/25,0,1,0,-0.030757922,-0.010574965,-0.0117582,-0.05,-0.042,-0.003078079,-0.012093658,-0.393775,-0.181175
2019/11/1,1,0,0,0.0456251,0.027234582,-0.0132429,-0.13,0.049,0.002132103,0.02674003,-0.34395,-0.309275
2019/11/8,0,0,1,-0.058255392,-0.026435453,-0.0129702,0.06,-0.119,-0.00227722,-0.013274842,-0.125425,0.226375
